Date,Longitude,Latitude
2022-02-28,32.34720475559828,46.48504529457285
2022-02-28,32.35451505016722,46.47848270015264
2022-02-28,32.37338486703615,46.46153846153846
2022-02-28,32.403182518243035,46.43478260869565
2022-02-28,32.414715719063544,46.42538720529154
2022-02-28,32.447388345583505,46.408026755852845
2022-02-28,32.474916387959865,46.397355086934866
2022-02-28,32.53511705685619,46.38401618130662
2022-02-28,32.54750645570152,46.381270903010034
2022-02-28,32.59531772575251,46.370677015988804
2022-02-28,32.65551839464883,46.35733869587315
2022-02-28,32.66826048360141,46.35451505016722
2022-02-28,32.71571906354515,46.34399884688186
2022-02-28,32.77591973244147,46.330660025322125
2022-02-28,32.78900959070328,46.32775919732441
2022-02-28,32.836120401337794,46.317319521209
2022-02-28,32.896321070234116,46.32418340906577
2022-02-28,32.90312425121645,46.32775919732441
2022-02-28,32.953607827487176,46.35451505016722
2022-02-28,32.95652173913044,46.355828084150055
2022-02-28,33.00492014404274,46.381270903010034
2022-02-28,33.01672240802676,46.38747422401075
2022-02-28,33.055820396110164,46.408026755852845
2022-02-28,33.07692307692308,46.41911895881813
2022-02-28,33.10672096119614,46.434782608695656
2022-02-28,33.137123745819395,46.45008421060894
2022-02-28,33.160798024326006,46.46153846153846
2022-02-28,33.19732441471572,46.47920498543554
2022-02-28,33.21611799525958,46.48829431438127
2022-02-28,33.25752508361204,46.50832176337325
2022-02-28,33.27143644548747,46.515050167224075
2022-02-28,33.30793978639697,46.541806020066886
2022-02-28,33.31772575250836,46.55054863938501
2022-02-28,33.33788531565636,46.5685618729097
2022-02-28,33.367827503469194,46.59531772575251
2022-02-28,33.37792642140468,46.604339882810905
2022-02-28,33.397774241949406,46.62207357859532
2022-02-28,33.427714503902344,46.64882943143813
2022-02-28,33.438127090301,46.65813096916774
2022-02-28,33.45766370200801,46.675585284280935
2022-02-28,33.48760319075487,46.70234113712374
2022-02-28,33.49832775919732,46.71192202698613
2022-02-28,33.517551302359294,46.72909698996656
2022-02-28,33.547490704927306,46.75585284280936
2022-02-28,33.558528428093645,46.765713474929306
2022-02-28,33.57743908534366,46.78260869565217
2022-02-28,33.60737855563536,46.80936454849498
2022-02-28,33.618729096989966,46.81950462158447
2022-02-28,33.6373275088526,46.836120401337794
2022-02-28,33.66726646955322,46.862876254180605
2022-02-28,33.67892976588629,46.873295643139215
2022-02-28,33.6972146122354,46.88963210702341
2022-02-28,33.72715528213931,46.91638795986623
2022-02-28,33.73913043478261,46.92708576361057
2022-02-28,33.75710447758353,46.94314381270903
2022-02-28,33.78704454950007,46.969899665551836
2022-02-28,33.79933110367893,46.980876097886316
2022-02-28,33.81699255968868,46.99665551839465
2022-02-28,33.846932991939525,47.02341137123746
2022-02-28,33.85953177257525,47.03466689055497
2022-02-28,33.876880966479035,47.05016722408027
2022-02-28,33.906819729654394,47.07692307692308
2022-02-28,33.919732441471574,47.08845862823992
2022-02-28,33.936768520437155,47.10367892976589
2022-02-28,33.96720545895151,47.13043478260869
2022-02-28,33.979933110367895,47.1412451111201
2022-02-28,33.99916762433846,47.1571906354515
2022-02-28,34.035432533245114,47.18394648829432
2022-02-28,34.04013377926422,47.18712482498936
2022-02-28,34.074998760237996,47.21070234113712
2022-02-28,34.10033444816054,47.22783391794398
2022-02-28,34.114569043173,47.23745819397993
2022-02-28,34.154129775207075,47.264214046822744
2022-02-28,34.16053511705685,47.26854452086073
2022-02-28,34.19369730086203,47.290969899665555
2022-02-28,34.22073578595318,47.3057446322159
2022-02-28,34.27893684022797,47.31772575250836
2022-02-28,34.280936454849495,47.318076489049126
2022-02-28,34.341137123745824,47.33040042217959
2022-02-28,34.40133779264214,47.34272351023101
2022-02-28,34.40992293740588,47.34448160535118
2022-02-28,34.46153846153846,47.35504926026513
2022-02-28,34.52173913043478,47.367371527546155
