Transfers of major conventional arms from All countries  to Ukraine  . Deals with deliveries made for the year range '2000' to '2024' 
A '?' in a column indicates uncertain data. The 'Number delivered' and the 'Year(s) of deliveries' refer only to deliveries in the selected year(s).
An empty field for 'Number ordered' indicates that data is not yet available.
SIPRI trend-indicator values (TIVs) are in millions.
An empty field for 'SIPRI TIV for total order' indicates that data (on the number ordered and/or the TIV per unit) is not available.
A '0' for 'SIPRI TIV of delivered weapons' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV; and an empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For the method used for the SIPRI TIV and explanations of the conventions; abbreviations and acronyms see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 17 Feb 2025 7:10:21 PM
SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
67047,United States,Ukraine,AIM-9M,SRAAM,Missiles,2023,No,600,Yes,2023,No,Second hand,0.12,0.05,28.8,No
63427,United States,Ukraine,M-88A2,ARV,Armoured vehicles,2023,No,8,No,2023,No,Second hand,2,0.8,6.4,No
65899,United States,Ukraine,HIMARS,self-propelled MRL,Artillery,2022,No,19,No,2023,No,Second hand,1.1,0.44,8.36,No
65561,United States,Ukraine,HIMARS,self-propelled MRL,Artillery,2022,No,20,No,2022,No,Second hand,1.1,0.44,8.8,No
66219,United States,Ukraine,AIM-7M,BVRAAM,Missiles,2022,No,400,Yes,2023,No,Second hand,0.18,0.07,28.8,No
65901,United States,Ukraine,HMMWV-UA,APV,Armoured vehicles,2022,No,150,Yes,2023,Yes,New,0.13,0.13,19.5,No
66527,United States,Ukraine,BATT,APC,Armoured vehicles,2023,No,16,No,2023,No,New,0.16,0.16,2.56,No
65657,United States,Ukraine,Excalibur,guided shell,Missiles,2022,No,4700,No,2022,No,Second hand,0.04,0.02,75.2,No
65657,United States,Ukraine,Excalibur,guided shell,Missiles,2022,No,2300,Yes,2023,No,Second hand,0.04,0.02,36.8,No
66031,United States,Ukraine,MPQ-64 Sentinel,air search radar,Sensors,2022,No,4,Yes,2022,No,New,5,5,20,No
66039,United States,Ukraine,K-6 120mm,mortar,Artillery,2022,No,30,Yes,2022,No,Second hand,0.25,0.1,3,No
66081,United States,Ukraine,vehicle engine 401-600,vehicle engine,Engines,2022,No,39,Yes,2022,No,New,0.08,0.08,3.12,No
65399,United States,Ukraine,HMMWV-UA,APV,Armoured vehicles,2022,No,450,Yes,2022,No,Second hand,0.13,0.05,23.4,No
65787,United States,Ukraine,AIM-120C AMRAAM,BVRAAM,Missiles,2022,No,200,Yes,2022,No,Second hand,0.6,0.24,48,No
65787,United States,Ukraine,AIM-120C AMRAAM,BVRAAM,Missiles,2022,No,50,Yes,2023,No,Second hand,0.6,0.24,12,No
65398,United States,Ukraine,M-113A3,APC,Armoured vehicles,2022,No,300,No,2022,No,Second hand,0.3,0.12,36,No
65398,United States,Ukraine,M-113A3,APC,Armoured vehicles,2022,No,100,Yes,2023,No,Second hand,0.3,0.12,12,No
65417,United States,Ukraine,Phoenix Ghost,loitering munition,Missiles,2022,No,1000,Yes,2022,No,New,0.15,0.15,150,No
65417,United States,Ukraine,Phoenix Ghost,loitering munition,Missiles,2022,No,800,Yes,2023,No,New,0.15,0.15,120,No
65786,United States,Ukraine,AGM-88 HARM,anti-radar missile,Missiles,2022,No,60,Yes,2022,No,Second hand,0.25,0.1,6,No
65786,United States,Ukraine,AGM-88 HARM,anti-radar missile,Missiles,2022,No,50,Yes,2023,No,Second hand,0.25,0.1,5,No
66178,United States,Ukraine,Cougar APC,APC,Armoured vehicles,2022,No,37,No,2022,Yes,Second hand,0.35,0.14,5.18,No
66180,United States,Ukraine,Patriot-3 SAMS,SAM system,Air defence systems,2022,No,1,No,2023,No,Second hand,55,22,22,No
66218,United States,Ukraine,FAASV,ALV,Armoured vehicles,2022,No,30,Yes,2023,No,Second hand,0.6,0.24,7.2,No
65820,United States,Ukraine,MaxxPro,APC,Armoured vehicles,2022,No,440,No,2022,No,Second hand,0.32,0.13,56.32,No
66217,United States,Ukraine,MaxxPro,APC,Armoured vehicles,2022,No,234,Yes,2023,No,Second hand,0.32,0.13,29.95,No
65902,United States,Ukraine,MMR,multi-role radar,Sensors,2022,No,10,Yes,2023,Yes,New,6.5,6.5,65,No
65837,United States,Ukraine,AIM-120C AMRAAM,BVRAAM,Missiles,2022,No,200,Yes,2023,No,Second hand,0.6,0.24,48,No
65326,United States,Ukraine,Javelin ATM,anti-tank missile,Missiles,2022,No,7700,Yes,2022,No,Second hand,0.03,0.01,92.4,No
65326,United States,Ukraine,Javelin ATM,anti-tank missile,Missiles,2022,No,5300,Yes,2023,No,Second hand,0.03,0.01,63.6,No
67423,United States,Ukraine,JDAM-ER,guided glide bomb,Missiles,2023,No,1500,Yes,2023,No,Second hand,0.1,0.04,60,No
66458,United States,Ukraine,M-60 AVLB,armoured bridgelayer,Armoured vehicles,2023,No,18,Yes,2023,No,Second hand,1,0.4,7.2,No
66935,unknown supplier(s),Ukraine,M-113,APC,Armoured vehicles,2023,No,50,No,2023,No,Second hand,0.25,0.1,5,No
66933,unknown supplier(s),Ukraine,AIFV,IFV,Armoured vehicles,2023,No,1,Yes,2023,No,Second hand,0.9,0.36,0.36,No
