week_start,area_sq_km,percent_of_ukraine
2024-06-24,174694.17806176422,28.944441730057864
2024-07-01,143217.9040777826,23.72925260173682
2024-07-08,174749.64404236793,28.953631686251
2024-07-15,110397.16687618359,18.291304262477606
2024-07-22,209141.04907578236,34.65181825462387
2024-07-29,59487.233081587816,9.856222861666444
2024-08-05,105063.3625723992,17.407565665214015
2024-08-12,53729.28714114216,8.902209782311681
2024-08-19,166002.5854736929,27.504363428662558
2024-08-26,104145.97623725115,17.255567266548113
2024-09-02,176451.31252127877,29.23557493517998
2024-09-09,101036.29422045416,16.740335385710242
2024-09-16,88556.76737085292,14.672648060782523
2024-09-23,60849.920659674426,10.082001600476254
2024-09-30,180430.68576781577,29.894902786482607
2024-10-07,57186.9400955339,9.475095699699096
2024-10-14,39337.00055156691,6.517604266683276
2024-10-21,56241.220303720176,9.318402833853066
2024-10-28,189214.22107212545,31.350214741467227
2024-11-04,136659.48124588688,22.64261142339274
2024-11-11,140566.35262709102,23.289926704844838
2024-11-18,142736.04387617734,23.649414940962195
2024-11-25,54468.94903972527,9.02476166675922
2024-12-02,142787.859108663,23.658000018003975
2024-12-09,99402.65842025405,16.4696642233873
2024-12-16,52743.32047994371,8.73884855934781
2024-12-23,89661.80297601681,14.855737383152483
2024-12-30,203960.7828140455,33.79351881601284
2025-01-06,132953.9781984659,22.02866012732431
2025-01-13,42473.03264558109,7.0372019957884335
2025-01-20,53377.83167557326,8.843978407020671
2025-01-27,107344.93299476925,17.785590753834686
2025-02-03,56905.82624559255,9.428518970357477
2025-02-10,49509.84433028098,8.20310567977483
2025-02-17,174021.44352222024,28.83297879582806
